"period_type","start_date","end_date","salesman_fio","chif_fio","sales_count","sales_sum","max_overcharge_item","max_overcharge_percent"
week,2018-12-24,2018-12-30,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,3,1874200,БСТ B45 П5 F1300 W16,40.10
week,2018-12-31,2019-01-06,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1267839,"БСТ B22,5 П4 F1100 W6",45.94
month,2019-01-01,2019-01-31,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1267839,"БСТ B22,5 П4 F1100 W6",45.94
month,2019-02-01,2019-02-28,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,3338738,БСТ B30 П4 F1200 W10,148.17
week,2019-02-04,2019-02-10,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,608894,"Мелкозернистый бетон БСМ B 7,5 П3,П4",55.97
week,2019-02-11,2019-02-17,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,2729844,БСТ B30 П4 F1200 W10,148.17
week,2019-04-29,2019-05-05,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,50296,Формовка,41.60
month,2019-05-01,2019-05-31,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,509404,Раствор М150 Пк3,41.60
week,2019-05-20,2019-05-26,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,459108,Раствор М150 Пк3,9.00
month,2019-06-01,2019-06-30,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,5,4572772,"БСТ B15 П3,П4",154.00
week,2019-06-03,2019-06-09,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,507144,Раствор кладочный М100 Пк3,13.00
week,2019-06-10,2019-06-16,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,519476,"Мелкозернистый бетон БСМ B 7,5 П3,П4",22.00
week,2019-06-17,2019-06-23,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,2371344,"БСТ B15 П3,П4",154.00
week,2019-06-24,2019-06-30,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1174808,"Мелкозернистый бетон БСМ B15 П3,П4",46.00
month,2019-07-01,2019-07-31,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,6,3651285,Пусковая смесь,50.00
week,2019-07-08,2019-07-14,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,608025,"БСТ B20 П3,П4",21.00
week,2019-07-15,2019-07-21,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,3,1565784,БСТ B50 П5 F1300 W18,50.00
week,2019-07-22,2019-07-28,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1477476,Пусковая смесь,28.00
week,2019-07-29,2019-08-04,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,915795,БСТ B60 П5 F1300 W20,41.00
month,2019-08-01,2019-08-31,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,915795,БСТ B60 П5 F1300 W20,41.00
week,2019-09-30,2019-10-06,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,507384,"БСТ B12,5 П3,П4",8.00
month,2019-10-01,2019-10-31,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1429674,БСТ B60 П5 F1300 W20,42.00
week,2019-10-07,2019-10-13,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,922290,БСТ B60 П5 F1300 W20,42.00
week,2019-10-28,2019-11-03,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,492804,Раствор М150 Пк3,17.00
month,2019-11-01,2019-11-30,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,5,2177464,БСТ B35 П5 F1300 W12,257.60
week,2019-11-04,2019-11-10,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,54449,Доставка,64.40
week,2019-11-11,2019-11-17,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,547624,Раствор кладочный М150 Пк3,27.00
week,2019-11-25,2019-12-01,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1082587,БСТ B35 П5 F1300 W12,257.60
month,2019-12-01,2019-12-31,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,531579,"Мелкозернистый бетон БСМ B22,5 П3,П4",11.00
week,2019-12-16,2019-12-22,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,531579,"Мелкозернистый бетон БСМ B22,5 П3,П4",11.00
month,2020-01-01,2020-01-31,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,709839,БСТ B40 П5 F1300 W14,17.00
week,2020-01-06,2020-01-12,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,709839,БСТ B40 П5 F1300 W14,17.00
month,2020-02-01,2020-02-29,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,3591664,БСТ B40 П5 F1300 W14,196.00
week,2020-02-03,2020-02-09,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,3591664,БСТ B40 П5 F1300 W14,196.00
month,2018-11-01,2018-11-30,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,822564,БСТ B25 П4 F1200 W10,65.17
week,2018-11-12,2018-11-18,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,822564,БСТ B25 П4 F1200 W10,65.17
month,2018-12-01,2018-12-31,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,488592,Раствор М150 Пк3,31.70
week,2018-12-03,2018-12-09,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,488592,Раствор М150 Пк3,31.70
month,2019-01-01,2019-01-31,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,851099,БСТ B45 П5 F1300 W16,42.95
week,2019-01-14,2019-01-20,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,811648,БСТ B45 П5 F1300 W16,42.95
week,2019-01-28,2019-02-03,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,822610,БСТ B35 П5 F1300 W12,40.78
month,2019-02-01,2019-02-28,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,783159,БСТ B35 П5 F1300 W12,40.78
month,2019-03-01,2019-03-31,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,3,573870,"Мелкозернистый бетон БСМ B25 П3,П4",42.80
week,2019-03-04,2019-03-10,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,42185,Дегидрация,29.60
week,2019-03-11,2019-03-17,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,480962,"Мелкозернистый бетон БСМ B25 П3,П4",8.25
week,2019-03-25,2019-03-31,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,50723,Формовка,42.80
month,2019-04-01,2019-04-30,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,1379248,Пусковая смесь,28.78
week,2019-04-22,2019-04-28,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,1379248,Пусковая смесь,28.78
week,2019-04-29,2019-05-05,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,921096,Пусковая смесь,32.00
month,2019-05-01,2019-05-31,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,6,6036700,БСТ B45 П5 F1300 W16,200.00
week,2019-05-06,2019-05-12,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,2872384,БСТ B45 П5 F1300 W16,200.00
week,2019-05-20,2019-05-26,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,3,2243220,БСТ B60 П5 F1300 W20,49.00
month,2019-06-01,2019-06-30,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,1380084,Пусковая смесь,13.00
week,2019-06-03,2019-06-09,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,788514,Пусковая смесь,13.00
week,2019-06-10,2019-06-16,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,591570,БСТ B25 П4 F1200 W10,5.00
week,2019-07-01,2019-07-07,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,2384180,"Мелкозернистый бетон БСМ B22,5 П3,П4",178.40
month,2019-07-01,2019-07-31,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,3,2965320,"Мелкозернистый бетон БСМ B22,5 П3,П4",178.40
week,2019-07-08,2019-07-14,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,581140,"Мелкозернистый бетон БСМ B15 П3,П4",40.00
month,2019-08-01,2019-08-31,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,701173,Раствор кладочный М100 Пк3,47.00
week,2019-08-26,2019-09-01,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,701173,Раствор кладочный М100 Пк3,47.00
month,2019-09-01,2019-09-30,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,4,4897378,БСТ B40 П5 F1300 W14,148.00
week,2019-09-09,2019-09-15,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,599403,"БСТ B22,5 П4 F1100 W6",19.00
week,2019-09-16,2019-09-22,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,1288743,Раствор М200 Пк3,50.00
